DCid	Species	GSMID	Factor	Cell_line	Cell_type	Tissue_type	FastQC	UniquelyMappedRatio	PBC	PeaksFoldChangeAbove10	FRiP	PeaksUnionDHSRatio
1625	Homo sapiens	GSM520385	H3K4me3	Hs68	Fibroblast	Foreskin	24.0	0.5653	0.9109999999999999	11126.0	0.582397	0.9794
1630	Homo sapiens	GSM621755	H3K27me3	None	Satellite Cells	Muscle	9.0	0.9907	1.0	18.0	0.0135835	0.788531923546
1631	Homo sapiens	GSM621751	H3K27me3	None	Satellite Cells	Muscle	9.0	0.9909	1.0	14.0	0.00399075	0.714025500911
1632	Homo sapiens	GSM621740	H3K27me3	None	Satellite Cells	Muscle	9.0	0.9906	1.0	9.0	0.00497625	0.720920502092
1633	Homo sapiens	GSM621754	H3K36me3	None	Satellite Cells	Muscle	9.0	0.9882	1.0	18.0	0.00183025	0.645259938838
1634	Homo sapiens	GSM621749	H3K36me3	None	Satellite Cells	Muscle	9.0	0.9897	1.0	13.0	0.009493000000000001	0.500272182907
1635	Homo sapiens	GSM621739	H3K36me3	None	Satellite Cells	Muscle	9.0	0.9883	1.0	18.0	0.0018210000000000001	0.6026272578
1636	Homo sapiens	GSM621759	H3K4me1	None	Satellite Cells	Muscle	9.0	0.9925	1.0	374.0	0.20037225	0.9638
1637	Homo sapiens	GSM621752	H3K4me1	None	Satellite Cells	Muscle	9.0	0.9919	1.0	202.0	0.18156525	0.9468
1638	Homo sapiens	GSM621741	H3K4me1	None	Satellite Cells	Muscle	9.0	0.9928	1.0	509.0	0.22629475	0.97
1642	Homo sapiens	GSM621760	H3K4me3	None	Satellite Cells	Muscle	9.0	0.9892	1.0	4498.0	0.30068725	0.9748
1643	Homo sapiens	GSM621745	H3K4me3	None	Satellite Cells	Muscle	9.0	0.9905	1.0	5806.0	0.33523875	0.9734
1644	Homo sapiens	GSM621737	H3K4me3	None	Satellite Cells	Muscle	9.0	0.9893	1.0	6248.0	0.30147025	0.9758
1645	Homo sapiens	GSM621757	H3K9ac	None	Satellite Cells	Muscle	9.0	0.9922	1.0	6577.0	0.36067675	0.9764
1646	Homo sapiens	GSM621748	H3K9ac	None	Satellite Cells	Muscle	9.0	0.9925	1.0	4638.0	0.343386	0.9766
1647	Homo sapiens	GSM621738	H3K9ac	None	Satellite Cells	Muscle	9.0	0.9927	1.0	5674.0	0.349012	0.9772
1648	Homo sapiens	GSM621753	H3K9me3	None	Satellite Cells	Muscle	9.0	0.9813	1.0	215.0	0.0017385000000000002	0.43279569892499997
1649	Homo sapiens	GSM621747	H3K9me3	None	Satellite Cells	Muscle	9.0	0.9834	1.0	198.0	0.0013880000000000001	0.448179271709
1650	Homo sapiens	GSM621744	H3K9me3	None	Satellite Cells	Muscle	9.0	0.983	1.0	184.0	0.00139325	0.47
1703	Homo sapiens	GSM669942	H3K27me3	HUES48	Embryonic Stem Cell	Embryo	32.0	0.6918	0.987	1213.0	0.13861025	0.8858
1704	Homo sapiens	GSM670039	H3K36me3	HUES48	Embryonic Stem Cell	Embryo	32.0	0.8247	0.98	13.0	0.01545925	0.465471194201
1705	Homo sapiens	GSM669954	H3K4me1	HUES48	Embryonic Stem Cell	Embryo	34.0	0.8498	0.986	42.0	0.074171	0.8818
1706	Homo sapiens	GSM669936	H3K4me3	HUES48	Embryonic Stem Cell	Embryo	32.0	0.7675	0.972	9654.0	0.57138875	0.973
1707	Homo sapiens	GSM670013	H3K9ac	HUES48	Embryonic Stem Cell	Embryo	33.0	0.7867	0.981	3912.0	0.08190349999999999	0.9694
1708	Homo sapiens	GSM669897	H3K27me3	HUES6	Embryonic Stem Cell	Embryo	33.0	0.7493	0.99	2153.0	0.19288175	0.8922
1709	Homo sapiens	GSM669887	H3K27me3	HUES6	Embryonic Stem Cell	Embryo	33.0	0.7315	0.9890000000000001	2143.0	0.16952725	0.892
1710	Homo sapiens	GSM669898	H3K36me3	HUES6	Embryonic Stem Cell	Embryo	33.0	0.7366	0.9940000000000001	142.0	0.058215499999999996	0.5118
1711	Homo sapiens	GSM669892	H3K36me3	HUES6	Embryonic Stem Cell	Embryo	33.0	0.7778	0.996	148.0	0.055374	0.493
1712	Homo sapiens	GSM669891	H3K4me1	HUES6	Embryonic Stem Cell	Embryo	35.0	0.8262	0.9940000000000001	186.0	0.142397	0.9412
1713	Homo sapiens	GSM669885	H3K4me1	HUES6	Embryonic Stem Cell	Embryo	34.0	0.9023	0.9840000000000001	57.0	0.08455575	0.8808
1714	Homo sapiens	GSM669893	H3K4me3	HUES6	Embryonic Stem Cell	Embryo	33.0	0.8031	0.982	8560.0	0.49076000000000003	0.9738
1715	Homo sapiens	GSM669889	H3K4me3	HUES6	Embryonic Stem Cell	Embryo	31.0	0.7388	0.9790000000000001	9644.0	0.5246585	0.9766
1716	Homo sapiens	GSM669890	H3K9ac	HUES6	Embryonic Stem Cell	Embryo	35.0	0.8472	0.9470000000000001	3752.0	0.25672649999999997	0.9622
1717	Homo sapiens	GSM669894	H3K9me3	HUES6	Embryonic Stem Cell	Embryo	31.0	0.6142	0.988	126.0	0.07479525	0.42
1718	Homo sapiens	GSM669886	H3K9me3	HUES6	Embryonic Stem Cell	Embryo	30.0	0.4578	0.983	351.0	0.13885450000000002	0.4156
1721	Homo sapiens	GSM669974	H3K27me3	HUES64	Embryonic Stem Cell	Embryo	33.0	0.8624	0.941	1054.0	0.20806325	0.8598
1722	Homo sapiens	GSM669932	H3K36me3	HUES64	Embryonic Stem Cell	Embryo	33.0	0.7787	0.982	78.0	0.048944999999999995	0.48
1723	Homo sapiens	GSM669966	H3K4me1	HUES64	Embryonic Stem Cell	Embryo	34.0	0.8719	0.953	40.0	0.0576245	0.7948
1724	Homo sapiens	GSM669967	H3K4me3	HUES64	Embryonic Stem Cell	Embryo	32.0	0.7526	0.96	9085.0	0.58147075	0.9738
1725	Homo sapiens	GSM669963	H3K9ac	HUES64	Embryonic Stem Cell	Embryo	34.0	0.8113	0.972	3217.0	0.0992405	0.9688
1726	Homo sapiens	GSM669928	H3K9me3	HUES64	Embryonic Stem Cell	Embryo	29.0	0.4642	0.968	130.0	0.08211925	0.4322
1802	Homo sapiens	GSM521868	H2AK9ac	IMR90	Fibroblast	Lung	31.0	0.7563	0.995	45.0	0.0317195	0.8136
1803	Homo sapiens	GSM521866	H2AK9ac	IMR90	Fibroblast	Lung	29.0	0.5614	0.996	340.0	0.11728499999999999	0.8358
1804	Homo sapiens	GSM521870	H2BK120ac	IMR90	Fibroblast	Lung	30.0	0.76	0.988	2475.0	0.24617975	0.9596
1805	Homo sapiens	GSM521869	H2BK120ac	IMR90	Fibroblast	Lung	26.0	0.4001	0.991	1453.0	0.154401	0.9259999999999999
1806	Homo sapiens	GSM521874	H2BK12ac	IMR90	Fibroblast	Lung	30.0	0.7663	0.9940000000000001	390.0	0.0798735	0.8812
1807	Homo sapiens	GSM521873	H2BK12ac	IMR90	Fibroblast	Lung	30.0	0.611	0.991	532.0	0.10523925	0.8932
1808	Homo sapiens	GSM521871	H2BK12ac	IMR90	Fibroblast	Lung	28.0	0.4694	0.9940000000000001	850.0	0.15042025	0.9076
1809	Homo sapiens	GSM521878	H2BK15ac	IMR90	Fibroblast	Lung	27.0	0.5920000000000001	0.985	318.0	0.02298625	0.8772
1810	Homo sapiens	GSM521877	H2BK15ac	IMR90	Fibroblast	Lung	29.0	0.4898	0.9940000000000001	75.0	0.0037914999999999997	0.888939051919
1811	Homo sapiens	GSM521875	H2BK15ac	IMR90	Fibroblast	Lung	28.0	0.4348	0.991	835.0	0.08544175	0.9422
1812	Homo sapiens	GSM521880	H2BK20ac	IMR90	Fibroblast	Lung	29.0	0.6741	0.971	856.0	0.1574845	0.9244
1813	Homo sapiens	GSM521879	H2BK20ac	IMR90	Fibroblast	Lung	24.0	0.3471	0.99	112.0	0.02142925	0.8029999999999999
1814	Homo sapiens	GSM521883	H3K14ac	IMR90	Fibroblast	Lung	30.0	0.7206	0.9940000000000001	1183.0	0.10824575	0.9612
1815	Homo sapiens	GSM521881	H3K14ac	IMR90	Fibroblast	Lung	28.0	0.5314	0.995	1115.0	0.08718875	0.9582
1816	Homo sapiens	GSM521884	H3K18ac	IMR90	Fibroblast	Lung	29.0	0.7064	0.993	6030.0	0.29381325	0.966
1817	Homo sapiens	GSM469965	H3K18ac	IMR90	Fibroblast	Lung	28.0	0.6641	0.992	7090.0	0.2511875	0.963
1818	Homo sapiens	GSM521886	H3K23ac	IMR90	Fibroblast	Lung	30.0	0.7278	0.993	370.0	0.09160275	0.9628
1819	Homo sapiens	GSM521885	H3K23ac	IMR90	Fibroblast	Lung	24.0	0.3642	0.996	216.0	0.04024075	0.9314
1820	Homo sapiens	GSM521887	H3K27ac	IMR90	Fibroblast	Lung	31.0	0.6975	0.973	13388.0	0.48628999999999994	0.9766
1821	Homo sapiens	GSM469967	H3K27ac	IMR90	Fibroblast	Lung	29.0	0.7388	0.97	21330.0	0.583339	0.9678
1822	Homo sapiens	GSM469966	H3K27ac	IMR90	Fibroblast	Lung	28.0	0.6556	0.988	8116.0	0.34937375	0.9738
1823	Homo sapiens	GSM521889	H3K27me3	IMR90	Fibroblast	Lung	30.0	0.6484	0.987	13.0	0.013954	0.6646
1824	Homo sapiens	GSM469968	H3K27me3	IMR90	Fibroblast	Lung	29.0	0.4282	0.9890000000000001	5.0	0.015013999999999998	0.8346560846559999
1825	Homo sapiens	GSM521892	H3K36me3	IMR90	Fibroblast	Lung	29.0	0.4808	0.993	3.0	0.0025355	0.579487179487
1826	Homo sapiens	GSM521890	H3K36me3	IMR90	Fibroblast	Lung	29.0	0.4941	0.995	453.0	0.157525	0.5258
1827	Homo sapiens	GSM521894	H3K4ac	IMR90	Fibroblast	Lung	30.0	0.7458	0.992	2278.0	0.22419850000000002	0.9666
1828	Homo sapiens	GSM521893	H3K4ac	IMR90	Fibroblast	Lung	25.0	0.3889	0.991	3383.0	0.205395	0.9266
1829	Homo sapiens	GSM521898	H3K4me1	IMR90	Fibroblast	Lung	30.0	0.7199	0.982	10943.0	0.2916155	0.8812
1830	Homo sapiens	GSM521897	H3K4me1	IMR90	Fibroblast	Lung	31.0	0.7785	0.995	2328.0	0.24034725	0.9590000000000001
1831	Homo sapiens	GSM521895	H3K4me1	IMR90	Fibroblast	Lung	29.0	0.6213	0.995	2163.0	0.21078449999999999	0.9334
1832	Homo sapiens	GSM521900	H3K4me2	IMR90	Fibroblast	Lung	29.0	0.723	0.97	22227.0	0.52290175	0.9772
1833	Homo sapiens	GSM521899	H3K4me2	IMR90	Fibroblast	Lung	27.0	0.6458	0.9890000000000001	17452.0	0.475896	0.973
1834	Homo sapiens	GSM521901	H3K4me3	IMR90	Fibroblast	Lung	3.0	0.7466	0.934	15326.0	0.80209475	0.9758
1835	Homo sapiens	GSM469970	H3K4me3	IMR90	Fibroblast	Lung	27.0	0.5543	0.948	12877.0	0.79598725	0.9772
1836	Homo sapiens	GSM521903	H3K56ac	IMR90	Fibroblast	Lung	27.0	0.2244	0.9640000000000001	673.0	0.045793	0.9418
1837	Homo sapiens	GSM521902	H3K56ac	IMR90	Fibroblast	Lung	23.0	0.2736	0.985	1529.0	0.09782725	0.9594
1838	Homo sapiens	GSM521908	H3K79me1	IMR90	Fibroblast	Lung	30.0	0.7097	0.988	19.0	0.00287025	0.671773718326
1839	Homo sapiens	GSM521907	H3K79me1	IMR90	Fibroblast	Lung	30.0	0.6675	0.995	10.0	0.006698999999999999	0.8179932590100001
1840	Homo sapiens	GSM521906	H3K79me1	IMR90	Fibroblast	Lung	29.0	0.6664	0.992	15.0	0.01360175	0.7342
1841	Homo sapiens	GSM521904	H3K79me1	IMR90	Fibroblast	Lung	29.0	0.5677	0.996	12.0	0.036456999999999996	0.7866
1842	Homo sapiens	GSM521911	H3K79me2	IMR90	Fibroblast	Lung	27.0	0.6093	0.9890000000000001	76.0	0.06350449999999999	0.7166
1843	Homo sapiens	GSM521909	H3K79me2	IMR90	Fibroblast	Lung	27.0	0.3314	0.9890000000000001	91.0	0.05250850000000001	0.6384
1844	Homo sapiens	GSM521912	H3K9ac	IMR90	Fibroblast	Lung	28.0	0.586	0.9840000000000001	7167.0	0.390841	0.9768
1845	Homo sapiens	GSM469973	H3K9ac	IMR90	Fibroblast	Lung	26.0	0.5523	0.975	7761.0	0.31349	0.9758
1846	Homo sapiens	GSM521914	H3K9me3	IMR90	Fibroblast	Lung	26.0	0.4037	0.9209999999999999	183.0	0.05973975	0.3234
1847	Homo sapiens	GSM521913	H3K9me3	IMR90	Fibroblast	Lung	31.0	0.5997	0.986	204.0	0.03443525	0.5166
1848	Homo sapiens	GSM469974	H3K9me3	IMR90	Fibroblast	Lung	29.0	0.3978	0.993	296.0	0.100654	0.4598
1849	Homo sapiens	GSM521917	H4K20me1	IMR90	Fibroblast	Lung	31.0	0.435	0.968	29.0	0.0063479999999999995	0.828454031844
1850	Homo sapiens	GSM521915	H4K20me1	IMR90	Fibroblast	Lung	3.0	0.5832	0.993	123.0	0.03896575	0.8938
1851	Homo sapiens	GSM521918	H4K5ac	IMR90	Fibroblast	Lung	30.0	0.7399	0.987	4265.0	0.24475999999999998	0.9738
1852	Homo sapiens	GSM469975	H4K5ac	IMR90	Fibroblast	Lung	26.0	0.5869	0.993	5836.0	0.23289325	0.9664
1853	Homo sapiens	GSM521923	H4K8ac	IMR90	Fibroblast	Lung	30.0	0.7607	0.991	2390.0	0.13509125	0.966
1854	Homo sapiens	GSM521922	H4K8ac	IMR90	Fibroblast	Lung	28.0	0.6782	0.9890000000000001	4749.0	0.20585225	0.968
1855	Homo sapiens	GSM521921	H4K8ac	IMR90	Fibroblast	Lung	30.0	0.5951	0.9940000000000001	2221.0	0.1193095	0.9708
1856	Homo sapiens	GSM521919	H4K8ac	IMR90	Fibroblast	Lung	29.0	0.6098	0.993	5902.0	0.27999675	0.976
1857	Homo sapiens	GSM521925	H4K91ac	IMR90	Fibroblast	Lung	28.0	0.5384	0.991	2444.0	0.16668875	0.9258
1858	Homo sapiens	GSM521924	H4K91ac	IMR90	Fibroblast	Lung	24.0	0.3795	0.993	1642.0	0.15245450000000002	0.9368
1882	Homo sapiens	GSM575304	H3K27me3	iPS 4	iPSC	None	38.0	0.3518	0.479	7.0	0.0116593126403	0.893203883495
1883	Homo sapiens	GSM575289	H3K4me3	iPS 4	iPSC	None	36.0	0.3961	0.557	2430.0	0.239034545884	0.9622
1884	Homo sapiens	GSM575301	H3K27me3	iPS A1	iPSC	None	31.0	0.3706	0.851	22.0	0.160651813014	0.814908936891
1885	Homo sapiens	GSM575286	H3K4me3	iPS A1	iPSC	None	30.0	0.5951	0.966	9240.0	0.5516895	0.976
1886	Homo sapiens	GSM575302	H3K27me3	iPS A6	iPSC	None	39.0	0.4844	0.93	4.0	0.005826632573029999	0.8753894081
1887	Homo sapiens	GSM575287	H3K4me3	iPS A6	iPSC	None	38.0	0.5728	0.968	2441.0	0.255903267354	0.9620000000000001
1888	Homo sapiens	GSM575303	H3K27me3	iPS C1	iPSC	None	31.0	0.4376	0.946	35.0	0.07459543705060001	0.8547169811319999
1889	Homo sapiens	GSM575288	H3K4me3	iPS C1	iPSC	None	30.0	0.6369	0.9520000000000001	11235.0	0.600168	0.9752
1891	Homo sapiens	GSM706065	H3K27ac	iPS DF 19.11	iPSC	Foreskin	37.0	0.514	0.955	414.0	0.013612	0.9294
1892	Homo sapiens	GSM706067	H3K27me3	iPS DF 19.11	iPSC	Foreskin	37.0	0.6965	0.9690000000000001	58.0	0.00419825	0.69358490566
1893	Homo sapiens	GSM706069	H3K36me3	iPS DF 19.11	iPSC	Foreskin	37.0	0.5117	0.9520000000000001	150.0	0.07085725	0.4536
1894	Homo sapiens	GSM706072	H3K4me1	iPS DF 19.11	iPSC	Foreskin	38.0	0.6096	0.983	141.0	0.0525495	0.7906
1895	Homo sapiens	GSM706074	H3K4me3	iPS DF 19.11	iPSC	Foreskin	33.0	0.7237	0.971	13563.0	0.5715905	0.9744
1896	Homo sapiens	GSM706079	H3K9me3	iPS DF 19.11	iPSC	Foreskin	37.0	0.6195	0.987	139.0	0.02917275	0.3706
1901	Homo sapiens	GSM706068	H3K27me3	iPS DF 6.9	iPSC	None	36.0	0.5287	0.9940000000000001	211.0	0.06458725	0.7946
1902	Homo sapiens	GSM706070	H3K36me3	iPS DF 6.9	iPSC	None	38.0	0.7022	0.997	81.0	0.017065	0.4868
1903	Homo sapiens	GSM706073	H3K4me1	iPS DF 6.9	iPSC	None	38.0	0.7481	0.998	126.0	0.05243275	0.8508
1904	Homo sapiens	GSM706075	H3K4me3	iPS DF 6.9	iPSC	None	39.0	0.745	0.9790000000000001	11614.0	0.52379125	0.9762
1905	Homo sapiens	GSM706080	H3K9me3	iPS DF 6.9	iPSC	None	35.0	0.3544	0.993	257.0	0.00941675	0.562068965517
1907	Homo sapiens	GSM537694	H3K4me3	iPS-11a	iPSC	None	31.0	0.7549	0.983	4935.0	0.261262	0.9722
1909	Homo sapiens	GSM621433	H3K27me3	iPS-15b	iPSC	None	31.0	0.7633	0.986	1570.0	0.14440799999999998	0.7872
1910	Homo sapiens	GSM537690	H3K36me3	iPS-15b	iPSC	None	31.0	0.7038	0.9890000000000001	28.0	0.006273	0.4839319470699999
1911	Homo sapiens	GSM537687	H3K4me3	iPS-15b	iPSC	None	30.0	0.7379	0.987	4651.0	0.28435975	0.972
1912	Homo sapiens	GSM537692	H3K9ac	iPS-15b	iPSC	None	33.0	0.7648	0.961	420.0	0.03208975	0.9418
1913	Homo sapiens	GSM537691	H3K9me3	iPS-15b	iPSC	None	27.0	0.556	0.9670000000000001	85.0	0.0316325	0.39368276493500004
1917	Homo sapiens	GSM537674	H3K27me3	iPS-18c	iPSC	None	33.0	0.6108	0.6579999999999999	12.0	0.0646515	0.816061553258
1918	Homo sapiens	GSM537675	H3K36me3	iPS-18c	iPSC	None	33.0	0.6338	0.773	17.0	0.0031455	0.5324675324679999
1919	Homo sapiens	GSM537676	H3K4me3	iPS-18c	iPSC	None	33.0	0.6938	0.871	5738.0	0.42253850000000004	0.976
1920	Homo sapiens	GSM537671	H3K4me3	iPS-18c	iPSC	None	9.0	0.9827	0.9990000000000001	157.0	0.04748425	0.9298
1921	Homo sapiens	GSM537677	H3K9ac	iPS-18c	iPSC	None	33.0	0.6396	0.741	614.0	0.03002325	0.9374
1922	Homo sapiens	GSM537678	H3K9me3	iPS-18c	iPSC	None	33.0	0.4404	0.7340000000000001	49.0	0.01575525	0.43467643467600003
1924	Homo sapiens	GSM621416	H3K27me3	iPS-20b	iPSC	None	31.0	0.7463	0.987	794.0	0.11618975	0.8066
1925	Homo sapiens	GSM537700	H3K27me3	iPS-20b	iPSC	None	30.0	0.7571	0.934	25.0	0.021533	0.6923514358830001
1926	Homo sapiens	GSM537704	H3K36me3	iPS-20b	iPSC	None	32.0	0.743	0.9520000000000001	39.0	0.01143525	0.45865970409100004
1927	Homo sapiens	GSM621423	H3K4me3	iPS-20b	iPSC	None	30.0	0.7073	0.9840000000000001	1781.0	0.12277149999999999	0.9574
1928	Homo sapiens	GSM537689	H3K9ac	iPS-20b	iPSC	None	32.0	0.775	0.945	505.0	0.01777025	0.9168
1929	Homo sapiens	GSM537688	H3K9me3	iPS-20b	iPSC	None	26.0	0.4953	0.9470000000000001	81.0	0.03761375	0.421205098494
1940	Homo sapiens	GSM569089	H3K27me3	Jurkat E6-1	T Lymphocyte	Blood	38.0	0.601	0.956	2958.0	0.3537855	0.92
1941	Homo sapiens	GSM569085	H3K4me3	Jurkat E6-1	T Lymphocyte	Blood	34.0	0.5818	0.985	1461.0	0.07037425	0.9286
2014	Homo sapiens	GSM610338	H3K27me3	K562	Erythroblast	Bone Marrow	30.0	0.7297	0.9229999999999999	7.0	0.008374	0.544037940379
2015	Homo sapiens	GSM608167	H3K27me3	K562	Erythroblast	Bone Marrow	37.0	0.7723	0.9940000000000001	49.0	0.02566775	0.6496
2016	Homo sapiens	GSM608166	H3K27me3	K562	Erythroblast	Bone Marrow	37.0	0.7686	0.9840000000000001	32.0	0.0439285	0.5964
2027	Homo sapiens	GSM610339	H3K4me1	K562	Erythroblast	Bone Marrow	30.0	0.764	0.981	599.0	0.1728215	0.8598
2034	Homo sapiens	GSM608165	H3K4me3	K562	Erythroblast	Bone Marrow	37.0	0.8547	0.934	9296.0	0.670183	0.973
2035	Homo sapiens	GSM608164	H3K4me3	K562	Erythroblast	Bone Marrow	37.0	0.5465	0.9570000000000001	8620.0	0.52367	0.9718
2048	Homo sapiens	GSM607494	H3K9me3	K562	Erythroblast	Bone Marrow	37.0	0.6022	0.9420000000000001	370.0	0.06771125	0.4444
2049	Homo sapiens	GSM607493	H3K9me3	K562	Erythroblast	Bone Marrow	37.0	0.7397	0.988	406.0	0.03909825	0.5768
2198	Homo sapiens	GSM353628	H3ac	LNCaP	Epithelium	Prostate	31.0	0.5838	0.958	201.0	0.032658	0.8486
2199	Homo sapiens	GSM686938	H3K27ac	LNCaP	Epithelium	Prostate	30.0	0.7837	0.986	7163.0	0.2730935	0.9558
2200	Homo sapiens	GSM686937	H3K27ac	LNCaP	Epithelium	Prostate	30.0	0.7713	0.987	7490.0	0.25281375	0.9376
2201	Homo sapiens	GSM353612	H3K27me3	LNCaP	Epithelium	Prostate	34.0	0.5913	0.873	10.0	0.00086028874681	0.658536585366
2202	Homo sapiens	GSM353611	H3K27me3	LNCaP	Epithelium	Prostate	31.0	0.5325	0.764	19.0	0.00075475	0.545454545455
2203	Homo sapiens	GSM686936	H3K36me3	LNCaP	Epithelium	Prostate	30.0	0.7225	0.995	274.0	0.102603	0.4594
2204	Homo sapiens	GSM353627	H3K36me3	LNCaP	Epithelium	Prostate	31.0	0.6141	0.9740000000000001	22.0	0.00118425	0.550724637681
2210	Homo sapiens	GSM353634	H3K4me1	LNCaP	Epithelium	Prostate	34.0	0.6376	0.938	30.0	0.01316725	0.665
2211	Homo sapiens	GSM759666	H3K4me2	LNCaP	Epithelium	Prostate	34.0	0.8322	0.981	6575.0	0.32589625	0.961
2212	Homo sapiens	GSM759665	H3K4me2	LNCaP	Epithelium	Prostate	33.0	0.8373	0.975	8687.0	0.3833435	0.9622
2213	Homo sapiens	GSM686934	H3K4me2	LNCaP	Epithelium	Prostate	30.0	0.7070000000000001	0.987	1029.0	0.1052625	0.9238
2214	Homo sapiens	GSM686933	H3K4me2	LNCaP	Epithelium	Prostate	30.0	0.7173	0.988	1136.0	0.10479125	0.9318
2215	Homo sapiens	GSM686932	H3K4me2	LNCaP	Epithelium	Prostate	30.0	0.7179	0.983	2592.0	0.18303699999999998	0.9406
2216	Homo sapiens	GSM686931	H3K4me2	LNCaP	Epithelium	Prostate	30.0	0.7317	0.982	2130.0	0.18087725	0.945
2217	Homo sapiens	GSM503905	H3K4me2	LNCaP	Epithelium	Prostate	31.0	0.8891	0.914	12080.0	0.43285275	0.9434
2218	Homo sapiens	GSM503904	H3K4me2	LNCaP	Epithelium	Prostate	27.0	0.8698	0.9179999999999999	9526.0	0.435778	0.9496
2219	Homo sapiens	GSM503903	H3K4me2	LNCaP	Epithelium	Prostate	26.0	0.8674	0.9129999999999999	10924.0	0.47705125	0.9546
2220	Homo sapiens	GSM353635	H3K4me2	LNCaP	Epithelium	Prostate	34.0	0.6401	0.95	1422.0	0.188995	0.9286
2221	Homo sapiens	GSM686935	H3K4me3	LNCaP	Epithelium	Prostate	30.0	0.8059999999999999	0.938	10873.0	0.61587225	0.9766
2222	Homo sapiens	GSM503907	H3K4me3	LNCaP	Epithelium	Prostate	25.0	0.823	0.774	5944.0	0.5642403301169999	0.9544
2223	Homo sapiens	GSM503906	H3K4me3	LNCaP	Epithelium	Prostate	25.0	0.833	0.8270000000000001	7239.0	0.6088765	0.9686
2224	Homo sapiens	GSM353626	H3K4me3	LNCaP	Epithelium	Prostate	21.0	0.5427	0.9520000000000001	9454.0	0.5775060000000001	0.9734
2225	Homo sapiens	GSM353615	H3K4me3	LNCaP	Epithelium	Prostate	30.0	0.4597	0.49200000000000005	59.0	0.0298710388295	0.8874788494079999
2226	Homo sapiens	GSM353613	H3K4me3	LNCaP	Epithelium	Prostate	25.0	0.4299	0.593	126.0	0.0417720368436	0.915
2227	Homo sapiens	GSM353625	H3K9me3	LNCaP	Epithelium	Prostate	24.0	0.4304	0.838	33.0	0.007891500000000001	0.872057936029
2228	Homo sapiens	GSM353610	H3K9me3	LNCaP	Epithelium	Prostate	27.0	0.4764	0.89	21.0	0.00222425	0.753846153846
2229	Homo sapiens	GSM353609	H3K9me3	LNCaP	Epithelium	Prostate	31.0	0.4819	0.836	38.0	0.0019348996931300001	0.6396396396399999
2230	Homo sapiens	GSM686940	H4K5ac	LNCaP	Epithelium	Prostate	31.0	0.7443	0.992	518.0	0.04122625	0.8656
2231	Homo sapiens	GSM686939	H4K5ac	LNCaP	Epithelium	Prostate	31.0	0.7314	0.993	622.0	0.0491785	0.7902
2327	Homo sapiens	GSM588575	H3K14ac	MCF-7	Epithelium	Breast	40.0	0.5351	0.9570000000000001	80.0	0.0128935	0.7979999999999999
2328	Homo sapiens	GSM588574	H3K14ac	MCF-7	Epithelium	Breast	40.0	0.5658	0.9640000000000001	371.0	0.03488	0.9014
2329	Homo sapiens	GSM588565	H3K27me3	MCF-7	Epithelium	Breast	40.0	0.5542	0.971	47.0	0.00525375	0.607173356106
2330	Homo sapiens	GSM588564	H3K27me3	MCF-7	Epithelium	Breast	37.0	0.3488	0.987	63.0	0.0139895	0.582989690722
2331	Homo sapiens	GSM588569	H3K4me1	MCF-7	Epithelium	Breast	34.0	0.4476	0.987	659.0	0.12363199999999999	0.7718
2332	Homo sapiens	GSM588568	H3K4me1	MCF-7	Epithelium	Breast	29.0	0.235	0.98	2578.0	0.10314025	0.7582
2333	Homo sapiens	GSM594607	H3K4me2	MCF-7	Epithelium	Breast	28.0	0.6706	0.9490000000000001	188.0	0.045274	0.4716
2334	Homo sapiens	GSM594606	H3K4me2	MCF-7	Epithelium	Breast	28.0	0.6025	0.956	258.0	0.055979999999999995	0.4368
2335	Homo sapiens	GSM588571	H3K4me3	MCF-7	Epithelium	Breast	36.0	0.3087	0.986	7116.0	0.22872350000000002	0.9782
2336	Homo sapiens	GSM588570	H3K4me3	MCF-7	Epithelium	Breast	37.0	0.3705	0.982	7087.0	0.31853975	0.9784
2337	Homo sapiens	GSM451988	H3K4me3	MCF-7	Epithelium	Breast	6.0	0.0835	0.9079999999999999	44.0	0.014705792826799999	0.887128712871
2338	Homo sapiens	GSM451987	H3K4me3	MCF-7	Epithelium	Breast	34.0	0.2132	0.968	1581.0	0.0774279339642	0.8412
2340	Homo sapiens	GSM588573	H3K9ac	MCF-7	Epithelium	Breast	36.0	0.6225	0.985	795.0	0.12337975	0.9696
2341	Homo sapiens	GSM588572	H3K9ac	MCF-7	Epithelium	Breast	32.0	0.6064	0.985	1515.0	0.18363225	0.9748
2342	Homo sapiens	GSM588567	H3K9me3	MCF-7	Epithelium	Breast	39.0	0.5678	0.9790000000000001	95.0	0.01581075	0.3824
2343	Homo sapiens	GSM588566	H3K9me3	MCF-7	Epithelium	Breast	38.0	0.4888		67.0	0.018305500000000002	0.40096251266500005
2408	Homo sapiens	GSM425485	H3K36me3	MDA-MB-231	Epithelium	Breast	31.0	0.4782	0.978	885.0	0.12398375	0.5854
2409	Homo sapiens	GSM425484	H3K4me2	MDA-MB-231	Epithelium	Breast	30.0	0.3884	0.915	3685.0	0.30330225	0.951
2446	Homo sapiens	GSM468207	H3K9me3	MR4	Promyelocytic cell	Bone Marrow	30.0	0.8178	0.9520000000000001	14356.0	0.48343375	0.9672
2450	Homo sapiens	GSM468188	H3K27me3	NB4	Promyelocytic cell	Blood	28.0	0.7878	0.985	16.0	0.00040075	0.626666666667
